sample_id,split
4937,test
4938,train
4939,train
4940,train
4941,train
4942,train
4943,train
4944,train
4945,train
4946,train
4947,val
4948,train
4949,train
4950,val
4951,test
4952,train
4953,train
4954,train
4955,val
4956,train
4957,test
4958,train
4959,train
4960,train
4961,train
4962,train
4963,train
4964,train
4965,test
4966,train
4967,val
4968,train
4969,train
4970,train
4971,train
4972,train
4973,train
4974,train
4975,train
4976,train
4977,train
4978,test
4979,train
4980,train
4981,train
4982,train
4983,train
4984,train
4985,test
4986,val
4987,train
4988,train
4989,train
4990,val
4991,train
4992,train
4993,train
4994,train
4995,train
4996,train
4997,train
4998,train
4999,train
5000,train
5001,train
5002,train
5003,val
5004,train
5005,train
5006,test
5007,train
5008,train
5009,train
5010,train
5011,train
5012,val
5013,train
5014,train
5015,train
5016,train
5017,train
5018,train
5019,train
5020,train
5021,train
5022,train
5023,train
5024,test
5025,train
5026,train
5027,train
5028,train
5029,train
5030,train
5031,train
5032,test
5033,val
5034,train
5035,test
5036,val
5037,train
5038,train
5039,test
5040,train
5041,test
5042,train
5043,train
5044,test
5045,train
5046,train
5047,test
5048,train
5049,train
5050,train
5051,test
5052,train
5053,train
5054,train
5055,train
5056,train
5057,val
5058,train
5059,test
5060,train
5061,test
5062,train
5063,train
5064,train
5065,train
5066,train
5067,train
5068,train
5069,train
5070,train
5071,train
5072,train
5073,train
5074,train
5075,val
5076,test
5077,train
5078,test
5079,train
5080,train
5081,train
5082,test
5083,train
5084,test
5085,train
5086,test
5087,val
5088,train
5089,train
5090,train
5091,train
5092,train
5093,train
5094,train
5095,train
5096,train
5097,train
5098,train
5099,train
5100,train
5101,train
5102,train
5103,test
5104,train
5105,train
5106,train
5107,train
5108,train
5109,val
5110,test
5111,train
5112,val
5113,val
5114,train
5115,train
5116,test
5117,val
5118,train
5119,train
5120,train
5121,val
5122,test
5123,train
5124,train
5125,train
5126,train
5127,train
5128,val
5129,train
5130,train
5131,train
5132,train
5133,test
5134,train
5135,train
5136,train
5137,test
5138,train
5139,train
5140,train
5141,train
5142,train
5143,train
5144,test
5145,train
5146,train
5147,val
5148,train
5149,train
5150,train
5151,train
5152,test
5153,train
5154,train
5155,train
5156,train
5157,test
5158,train
5159,train
5160,train
5161,train
5162,train
5163,train
5164,train
5165,train
5166,test
5167,train
5168,test
5169,train
5170,train
5171,train
5172,train
5173,val
5174,train
5175,test
5176,train
5177,train
5178,train
5179,train
5180,train
5181,train
5182,train
5183,train
5184,train
5185,train
5186,train
5187,train
5188,val
5189,train
5190,train
5191,train
5192,test
5193,train
5194,train
5195,test
5196,train
5197,train
5198,train
5199,train
5200,train
5201,test
5202,train
5203,val
5204,train
5205,train
5206,val
5207,train
5208,train
5209,train
5210,train
5211,test
5212,train
5213,train
5214,train
5215,train
5216,train
5217,train
5218,train
5219,train
5220,val
5221,val
5222,train
5223,train
5224,train
5225,train
5226,train
5227,val
5228,train
5229,train
5230,test
5231,val
5232,test
5233,test
5234,val
5235,train
5236,train
5237,train
5238,train
5239,test
5240,train
5241,train
5242,train
5243,test
5244,test
5245,train
5246,train
5247,train
5248,train
5249,train
5250,train
5251,train
5252,train
5253,train
5254,train
5255,train
5256,train
5257,test
5258,train
5259,train
5260,train
5261,train
5262,val
5263,train
5264,train
5265,train
5266,train
5267,train
5268,train
5269,train
5270,train
5271,train
5272,train
5273,test
5274,train
5275,train
5276,train
5277,train
5278,train
5279,train
5280,train
5281,test
5282,train
5283,train
5284,train
5285,train
5286,test
5287,train
5288,train
5289,test
5290,train
5291,train
5292,train
5293,train
5294,test
5295,train
5296,train
5297,train
5298,test
5299,train
5300,train
5301,val
5302,train
5303,train
5304,train
5305,train
5306,train
5307,train
5308,test
5309,train
5310,val
5311,train
5312,train
5313,train
5314,train
5315,train
5316,val
5317,train
5318,train
5319,train
5320,train
5321,test
5322,train
5323,train
5324,train
5325,train
5326,test
5327,train
5328,train
5329,train
5330,train
5331,train
5332,train
5333,train
5334,val
5335,train
5336,train
5337,train
5338,val
5339,train
5340,train
5341,test
5342,train
5343,train
5344,train
5345,train
5346,train
5347,train
5348,train
5349,val
5350,test
5351,train
5352,train
5353,train
5354,train
5355,train
5356,train
5357,val
5358,train
5359,train
5360,train
5361,train
5362,train
5363,train
5364,test
5365,train
5366,train
5367,train
5368,train
5369,val
5370,train
5371,train
5372,train
5373,train
5374,train
5375,train
5376,train
5377,train
5378,train
5379,train
5380,train
5381,train
5382,train
5383,train
5384,test
5385,train
5386,train
5387,train
5388,train
5389,train
5390,train
5391,train
5392,train
5393,train
5394,train
5395,train
5396,train
5397,train
5398,val
5399,train
5400,train
5401,train
5402,train
5403,train
5404,train
5405,train
5406,train
5407,val
5408,train
5409,train
5410,train
5411,train
5412,test
5413,val
5414,train
5415,train
5416,train
5417,val
5418,train
5419,train
5420,train
5421,train
5422,train
5423,train
5424,train
5425,train
5426,train
5427,train
5428,train
5429,train
5430,test
5431,train
5432,val
5433,train
5434,val
5435,train
5436,train
5437,train
5438,val
5439,train
5440,train
5441,train
5442,train
5443,train
5444,train
5445,val
5446,test
5447,train
5448,test
5449,train
5450,train
5451,train
5452,train
5453,train
5454,test
5455,train
5456,test
5457,val
5458,train
5459,train
5460,train
5461,train
5462,train
5463,train
5464,train
5465,train
5466,train
5467,train
5468,train
5469,train
5470,val
5471,train
5472,train
5473,val
5474,train
5475,train
5476,train
5477,train
5478,train
5479,train
5480,train
5481,train
5482,train
5483,train
5484,train
5485,val
5486,train
5487,train
5488,train
5489,train
5490,train
5491,train
5492,train
5493,train
5494,train
5495,train
5496,test
5497,train
5498,train
5499,train
5500,train
5501,train
5502,train
5503,train
5504,train
5505,train
5506,train
5507,test
5508,train
5509,train
5510,train
5511,train
5512,train
5513,train
5514,train
5515,train
5516,train
5517,test
5518,test
5519,val
5520,train
5521,train
5522,train
5523,train
5524,train
5525,train
5526,train
5527,train
5528,train
5529,train
5530,train
5531,train
5532,train
5533,train
5534,train
5535,train
5536,train
5537,train
5538,train
5539,train
5540,train
5541,train
5542,val
5543,train
5544,train
5545,test
5546,train
5547,val
5548,test
5549,val
5550,train
5551,train
5552,val
5553,train
5554,train
5555,train
5556,train
5557,test
5558,train
5559,train
5560,train
5561,val
5562,val
5563,train
5564,train
5565,train
5566,train
5567,train
5568,train
5569,train
5570,train
5571,val
5572,train
5573,train
5574,train
5575,train
5576,train
5577,train
5578,train
5579,train
5580,train
5581,train
5582,val
5583,train
5584,train
5585,train
5586,train
5587,test
5588,train
5589,train
5590,train
5591,train
5592,train
5593,train
5594,val
5595,val
5596,train
5597,train
5598,test
5599,val
5600,test
5601,train
5602,train
5603,train
5604,train
5605,train
5606,test
5607,train
5608,test
5609,train
5610,train
5611,train
5612,train
5613,train
5614,train
5615,test
5616,train
5617,train
5618,train
5619,val
5620,train
5621,train
5622,train
5623,train
5624,train
5625,train
5626,train
5627,train
5628,train
5629,val
5630,train
5631,train
5632,test
5633,train
5634,train
5635,train
5636,val
5637,train
5638,test
5639,train
5640,train
5641,val
5642,train
5643,train
5644,train
5645,train
5646,train
5647,train
5648,val
5649,train
5650,train
5651,train
5652,test
5653,test
5654,train
5655,train
5656,train
5657,train
5658,train
5659,train
5660,train
5661,train
5662,train
5663,train
5664,train
5665,train
5666,train
5667,train
5668,train
5669,train
5670,train
5671,train
5672,train
5673,train
5674,val
5675,train
5676,train
5677,test
5678,val
5679,train
5680,train
5681,train
5682,train
5683,train
5684,train
5685,train
5686,train
5687,train
5688,train
5689,val
5690,train
5691,test
5692,train
5693,test
5694,val
5695,test
5696,train
5697,train
5698,train
5699,train
5700,train
5701,train
5702,train
5703,train
5704,train
5705,train
5706,train
5707,train
5708,train
5709,train
5710,train
5711,train
5712,train
5713,train
5714,train
5715,train
5716,train
5717,test
5718,train
5719,train
5720,test
5721,val
5722,train
5723,train
5724,test
5725,train
5726,train
5727,train
5728,test
5729,train
5730,train
5731,train
5732,train
5733,train
5734,train
5735,train
5736,train
5737,train
5738,test
5739,train
5740,train
5741,train
5742,val
5743,train
5744,train
5745,train
5746,val
5747,train
5748,train
5749,train
5750,train
5751,train
5752,train
5753,train
5754,train
5755,train
5756,train
5757,test
5758,train
5759,train
5760,test
5761,train
5762,train
5763,train
5764,val
5765,train
5766,train
5767,train
5768,train
5769,val
5770,train
5771,train
5772,train
5773,test
5774,train
5775,train
5776,train
5777,train
5778,train
5779,train
5780,train
5781,train
5782,train
5783,train
5784,val
5785,val
5786,train
5787,train
5788,test
5789,train
5790,train
5791,train
5792,test
5793,train
5794,train
5795,train
5796,train
5797,train
5798,train
5799,train
5800,train
5801,train
5802,val
5803,train
5804,train
5805,val
5806,val
5807,train
5808,train
5809,train
5810,train
5811,train
5812,train
5813,test
5814,val
5815,train
5816,train
5817,train
5818,train
5819,train
5820,train
5821,train
5822,train
5823,train
5824,train
5825,train
5826,train
5827,train
5828,train
5829,train
5830,train
5831,train
5832,train
5833,train
5834,train
5835,train
5836,val
5837,train
5838,val
5839,train
5840,train
5841,train
5842,train
5843,train
5844,train
5845,train
5846,train
5847,val
5848,train
5849,train
5850,train
5851,train
5852,train
5853,train
5854,train
5855,train
5856,train
5857,train
5858,train
5859,train
5860,train
5861,train
5862,train
5863,train
5864,train
5865,val
5866,train
5867,test
5868,test
5869,train
5870,train
5871,val
5872,val
5873,train
5874,train
5875,train
5876,train
5877,train
5878,train
5879,train
5880,train
5881,test
5882,train
5883,train
5884,train
5885,train
5886,train
5887,test
5888,train
5889,train
5890,train
5891,train
5892,val
5893,train
5894,train
5895,test
5896,train
5897,val
5898,train
5899,train
5900,train
5901,train
5902,train
5903,train
5904,test
5905,train
5906,train
5907,train
5908,train
5909,train
5910,test
5911,train
5912,train
5913,test
5914,train
5915,test
5916,train
5917,val
5918,train
5919,train
5920,train
5921,train
5922,train
5923,train
5924,train
5925,train
5926,train
5927,train
5928,train
5929,train
5930,train
5931,train
5932,val
5933,train
5934,train
5935,train
5936,val
5937,train
5938,val
5939,train
5940,train
5941,train
5942,train
5943,train
5944,test
5945,train
5946,val
5947,test
5948,train
5949,train
5950,train
5951,train
5952,train
5953,train
5954,train
5955,val
5956,train
5957,test
5958,train
5959,train
5960,train
5961,train
5962,train
5963,val
5964,train
5965,train
5966,train
5967,train
5968,train
5969,train
5970,train
5971,val
5972,val
5973,test
5974,train
5975,train
5976,train
5977,test
5978,train
5979,train
5980,train
5981,train
5982,train
5983,train
5984,train
5985,train
5986,train
5987,train
5988,test
5989,train
5990,val
5991,test
5992,train
5993,val
5994,train
5995,test
5996,train
5997,train
5998,train
5999,train
6000,train
6001,train
6002,test
6003,train
6004,train
6005,train
6006,test
6007,train
6008,val
6009,train
6010,train
6011,train
6012,train
6013,train
6014,test
6015,train
6016,train
6017,train
6018,train
6019,train
6020,train
6021,train
6022,train
6023,test
6024,train
6025,val
6026,train
6027,train
6028,train
6029,val
6030,train
6031,train
6032,train
6033,train
6034,train
6035,train
6036,train
6037,train
6038,train
6039,train
6040,train
6041,val
6042,train
6043,train
6044,train
6045,val
6046,train
6047,train
6048,val
6049,train
6050,val
6051,train
6052,train
6053,train
6054,train
6055,train
6056,train
6057,train
6058,train
6059,train
6060,train
6061,train
6062,test
6063,test
6064,train
6065,train
6066,train
6067,train
6068,train
6069,train
6070,train
6071,train
6072,train
6073,train
6074,train
6075,train
6076,train
6077,train
6078,val
6079,train
6080,val
6081,train
6082,val
6083,train
6084,train
6085,train
6086,train
6087,train
6088,test
6089,train
6090,test
6091,train
6092,train
6093,train
6094,val
6095,test
6096,val
6097,test
6098,train
6099,train
6100,train
6101,train
6102,train
6103,train
6104,train
6105,test
6106,train
6107,train
6108,train
6109,train
6110,train
6111,train
6112,test
6113,train
6114,train
6115,test
6116,train
6117,train
6118,train
6119,val
6120,test
6121,train
6122,val
6123,val
6124,train
6125,train
6126,train
6127,train
6128,train
6129,train
6130,train
6131,test
6132,test
6133,train
6134,train
6135,test
6136,train
6137,train
6138,train
6139,train
6140,train
6141,train
6142,test
6143,train
6144,train
6145,train
6146,val
6147,train
6148,val
6149,train
6150,train
6151,train
6152,train
6153,train
6154,train
6155,train
6156,train
6157,train
6158,val
6159,train
6160,train
6161,train
6162,train
6163,train
6164,test
6165,train
6166,train
6167,train
6168,val
6169,train
6170,train
6171,test
6172,val
6173,train
6174,train
6175,test
6176,train
6177,val
6178,train
6179,train
6180,train
6181,train
6182,train
6183,test
6184,train
6185,train
6186,train
6187,train
6188,train
6189,train
6190,train
6191,train
6192,train
6193,train
6194,train
6195,train
6196,train
6197,test
6198,train
6199,train
6200,train
6201,train
6202,val
6203,test
6204,train
6205,test
6206,train
6207,train
6208,val
6209,train
6210,val
6211,train
6212,train
6213,train
6214,train
6215,train
6216,train
6217,train
6218,train
6219,train
6220,train
6221,test
6222,train
6223,train
6224,train
6225,val
6226,train
6227,train
6228,train
6229,train
6230,train
6231,train
6232,train
6233,train
6234,train
6235,test
6236,train
6237,val
6238,test
6239,train
6240,train
6241,train
6242,train
6243,train
6244,train
6245,train
6246,train
6247,train
6248,train
6249,train
6250,train
6251,train
6252,train
6253,train
6254,train
6255,test
6256,train
6257,train
6258,train
6259,train
6260,train
6261,train
6262,train
6263,train
6264,train
6265,train
6266,train
6267,val
6268,train
6269,train
6270,train
6271,train
6272,train
6273,train
6274,train
6275,train
6276,train
6277,train
6278,val
6279,train
6280,train
6281,train
6282,train
6283,train
6284,train
6285,train
6286,train
6287,train
6288,train
6289,test
6290,train
6291,train
6292,train
6293,train
6294,train
6295,train
6296,train
6297,train
6298,train
6299,train
6300,train
6301,train
6302,train
6303,train
6304,train
6305,train
6306,train
6307,val
6308,train
6309,train
6310,val
6311,train
6312,train
6313,train
6314,train
6315,train
6316,train
6317,train
6318,val
6319,train
6320,train
6321,train
6322,test
6323,train
6324,train
6325,train
6326,train
6327,train
6328,train
6329,train
6330,train
6331,test
6332,train
6333,train
6334,train
6335,val
6336,train
6337,train
6338,train
6339,train
6340,train
6341,train
6342,train
6343,train
6344,train
6345,test
6346,val
6347,train
6348,train
6349,train
6350,test
6351,val
6352,train
6353,train
6354,train
6355,val
6356,train
6357,train
6358,train
6359,train
6360,train
6361,train
6362,train
6363,train
6364,train
6365,train
6366,train
6367,train
6368,train
6369,test
6370,train
6371,train
6372,train
6373,train
6374,train
6375,train
6376,train
6377,train
6378,train
6379,train
6380,train
6381,train
6382,train
6383,train
6384,train
6385,test
6386,train
6387,train
6388,test
6389,val
6390,train
6391,train
6392,train
6393,train
6394,train
6395,train
6396,train
6397,train
6398,train
6399,test
6400,val
6401,val
6402,train
6403,train
6404,train
6405,train
6406,train
6407,train
6408,train
6409,val
6410,train
6411,train
6412,train
6413,val
6414,train
6415,train
6416,train
6417,train
6418,train
6419,train
6420,train
6421,val
6422,train
6423,train
6424,train
6425,train
6426,train
6427,train
6428,train
6429,train
6430,train
6431,train
6432,train
6433,train
6434,train
6435,train
6436,train
6437,train
6438,train
6439,test
6440,test
6441,train
6442,train
6443,train
6444,train
6445,test
6446,train
6447,train
6448,train
6449,val
6450,train
6451,train
6452,val
6453,train
6454,val
6455,test
6456,train
6457,train
6458,val
6459,train
6460,train
6461,train
6462,train
6463,train
6464,train
6465,test
6466,train
6467,val
6468,train
6469,train
6470,train
6471,train
6472,test
6473,train
6474,val
6475,train
6476,test
6477,train
6478,train
6479,train
6480,train
6481,train
6482,train
6483,test
6484,train
6485,train
6486,val
6487,test
6488,train
6489,train
6490,train
6491,train
6492,test
6493,val
6494,test
6495,train
6496,train
6497,val
6498,train
6499,test
6500,test
6501,test
6502,train
6503,train
6504,train
6505,train
6506,train
6507,train
6508,train
6509,train
6510,train
6511,train
6512,train
6513,train
6514,train
6515,train
6516,train
6517,train
6518,train
6519,train
6520,train
6521,train
6522,train
6523,train
6524,test
6525,train
6526,train
6527,train
6528,train
6529,train
6530,test
6531,train
6532,train
6533,train
6534,val
6535,train
6536,train
6537,train
6538,train
6539,train
6540,train
6541,train
6542,train
6543,train
6544,test
6545,test
6546,val
6547,train
6548,val
6549,train
6550,train
6551,train
6552,train
6553,test
6554,train
6555,train
6556,train
6557,train
6558,train
6559,train
6560,train
6561,train
6562,train
6563,train
6564,train
6565,train
6566,train
6567,train
6568,train
6569,train
6570,train
6571,train
6572,train
6573,train
6574,val
6575,train
6576,train
6577,train
6578,train
6579,val
6580,train
6581,train
6582,val
6583,train
6584,test
6585,train
6586,train
6587,val
6588,train
6589,train
6590,train
6591,val
6592,train
6593,train
6594,train
6595,train
6596,train
6597,train
6598,train
6599,train
6600,train
6601,test
6602,train
6603,train
6604,train
6605,train
6606,train
6607,train
6608,train
6609,test
6610,train
6611,train
6612,train
6613,test
6614,train
6615,train
6616,train
6617,train
6618,train
6619,train
6620,train
6621,train
6622,train
6623,train
6624,train
6625,train
6626,train
6627,train
6628,train
6629,val
6630,train
6631,train
6632,train
6633,train
6634,train
6635,train
6636,train
6637,train
6638,train
6639,train
6640,val
6641,train
6642,train
6643,train
6644,test
6645,test
6646,train
6647,test
6648,train
6649,train
6650,train
6651,train
6652,val
6653,train
6654,test
6655,test
6656,train
6657,val
6658,train
6659,train
6660,test
6661,train
6662,train
6663,train
6664,train
6665,train
6666,train
6667,train
6668,val
6669,val
6670,train
6671,train
6672,train
6673,train
6674,train
6675,train
6676,train
6677,train
6678,train
6679,train
6680,val
6681,val
6682,train
6683,train
6684,train
6685,train
6686,train
6687,train
6688,val
6689,train
6690,test
6691,train
6692,test
6693,train
6694,train
6695,test
6696,val
6697,val
6698,val
6699,train
6700,train
6701,train
6702,train
6703,train
6704,val
6705,train
6706,val
6707,train
6708,train
6709,train
6710,test
6711,val
6712,train
6713,test
6714,train
6715,train
6716,train
6717,train
6718,train
6719,train
6720,train
6721,train
6722,val
6723,train
6724,train
6725,test
6726,test
6727,train
6728,train
6729,train
6730,train
6731,train
6732,train
6733,val
6734,train
6735,train
6736,val
6737,train
6738,train
6739,val
6740,test
6741,val
6742,train
6743,train
6744,train
6745,train
6746,train
6747,train
6748,train
6749,train
6750,train
6751,train
6752,train
6753,train
6754,train
6755,test
6756,train
6757,train
6758,test
6759,train
6760,train
6761,train
6762,train
6763,train
6764,train
6765,train
6766,train
6767,train
6768,train
6769,train
6770,train
6771,val
6772,train
6773,train
6774,train
6775,train
6776,train
6777,train
6778,train
6779,train
6780,train
6781,train
6782,val
6783,test
6784,train
6785,train
6786,train
6787,train
6788,train
6789,train
6790,train
6791,train
6792,train
6793,train
6794,train
6795,train
6796,test
6797,train
6798,train
6799,train
6800,train
6801,train
6802,train
6803,train
6804,val
6805,train
6806,train
6807,val
6808,train
6809,train
6810,train
6811,train
6812,test
6813,train
6814,train
6815,train
6816,train
6817,test
6818,train
6819,train
6820,train
6821,train
6822,test
6823,train
6824,val
6825,train
6826,train
6827,train
6828,train
6829,train
6830,train
6831,train
6832,train
6833,train
6834,train
6835,train
6836,test
6837,train
6838,train
6839,test
6840,train
6841,train
6842,val
6843,train
6844,train
6845,test
6846,train
6847,val
6848,test
6849,train
6850,train
6851,train
6852,train
6853,train
6854,test
6855,train
6856,train
6857,train
6858,train
6859,train
6860,train
6861,train
6862,train
6863,train
6864,train
6865,train
6866,train
6867,train
6868,train
6869,train
6870,test
6871,train
6872,train
6873,val
6874,train
6875,test
6876,train
6877,train
6878,val
6879,train
6880,train
6881,test
6882,train
6883,val
6884,train
6885,train
6886,train
6887,test
6888,train
6889,train
6890,train
6891,train
6892,train
6893,test
6894,train
6895,train
6896,train
6897,train
6898,train
6899,train
6900,train
6901,train
6902,val
6903,train
6904,val
6905,train
6906,val
6907,train
6908,train
6909,train
6910,train
6911,train
6912,train
6913,val
6914,test
6915,train
6916,train
6917,test
6918,train
6919,train
6920,train
6921,train
6922,val
6923,train
6924,train
6925,val
6926,train
6927,train
6928,train
6929,train
6930,val
6931,train
6932,train
6933,val
6934,test
6935,train
6936,train
6937,train
6938,train
6939,train
6940,train
6941,val
6942,train
6943,train
6944,train
6945,train
6946,train
6947,train
6948,train
6949,train
6950,train
6951,train
6952,train
6953,train
6954,train
6955,train
6956,train
6957,train
6958,train
6959,train
6960,train
6961,test
6962,val
6963,train
6964,val
6965,train
6966,train
6967,train
6968,train
6969,train
6970,test
6971,train
6972,train
6973,train
6974,val
6975,val
6976,train
6977,train
6978,train
6979,train
6980,train
6981,train
6982,train
6983,train
6984,train
6985,train
6986,train
6987,test
6988,train
6989,train
6990,train
6991,train
6992,train
6993,train
6994,val
6995,val
6996,train
6997,train
6998,train
6999,train
7000,train
7001,train
7002,train
7003,train
7004,train
7005,train
7006,train
7007,train
7008,train
7009,train
7010,train
7011,train
7012,test
7013,train
7014,train
7015,test
7016,train
7017,train
7018,train
7019,train
7020,train
7021,train
7022,val
7023,train
7024,train
7025,train
7026,train
7027,train
7028,train
7029,train
7030,train
7031,train
7032,train
7033,train
7034,train
7035,train
7036,train
7037,val
7038,test
7039,train
7040,train
7041,val
7042,train
7043,test
7044,train
7045,train
7046,train
7047,train
7048,train
7049,train
7050,test
7051,val
7052,val
7053,train
7054,train
7055,train
7056,val
7057,train
7058,val
7059,test
7060,train
7061,train
7062,train
7063,train
7064,train
7065,train
7066,train
7067,train
7068,train
7069,train
7070,train
7071,train
7072,train
7073,train
7074,train
7075,train
7076,train
7077,train
7078,train
7079,train
7080,val
7081,train
7082,test
7083,train
7084,train
7085,train
7086,train
7087,train
7088,train
7089,train
7090,train
7091,train
7092,train
7093,train
7094,val
7095,train
7096,val
7097,train
7098,train
7099,train
7100,train
7101,train
7102,train
7103,train
7104,train
7105,train
7106,train
7107,train
7108,train
7109,train
7110,train
7111,train
7112,train
7113,train
7114,train
7115,train
7116,train
7117,val
7118,train
7119,train
7120,train
7121,train
7122,train
7123,train
7124,train
7125,train
7126,train
7127,train
7128,train
7129,train
7130,train
7131,train
7132,train
7133,train
7134,train
7135,train
7136,train
7137,train
7138,test
7139,train
7140,train
7141,train
7142,train
7143,train
7144,train
7145,train
7146,train
7147,train
7148,train
7149,train
7150,train
7151,train
7152,train
7153,train
7154,train
7155,test
7156,train
7157,train
7158,train
7159,train
7160,train
7161,test
7162,val
7163,train
7164,train
7165,train
7166,val
7167,train
7168,train
7169,train
7170,train
7171,test
7172,train
7173,train
7174,val
7175,train
7176,train
7177,val
7178,train
7179,train
7180,test
7181,test
7182,test
7183,test
7184,train
7185,train
7186,train
7187,train
7188,train
7189,train
7190,train
7191,train
7192,val
7193,train
7194,test
7195,train
7196,train
7197,val
7198,val
7199,train
7200,train
7201,train
7202,train
7203,test
7204,test
7205,train
7206,train
7207,train
7208,train
7209,train
7210,train
7211,train
7212,train
7213,test
7214,train
7215,train
7216,train
7217,test
7218,test
7219,train
7220,train
7221,train
7222,val
7223,test
7224,train
7225,train
7226,val
7227,train
7228,train
7229,test
7230,train
7231,train
7232,train
7233,train
7234,train
7235,train
7236,train
7237,val
7238,train
7239,train
7240,test
7241,train
7242,train
7243,train
7244,train
7245,train
7246,train
7247,val
7248,train
7249,train
7250,train
7251,train
7252,train
7253,train
7254,val
7255,train
7256,val
7257,train
7258,train
7259,train
7260,train
7261,test
7262,val
7263,train
7264,test
7265,train
7266,train
7267,train
7268,train
7269,val
7270,train
7271,train
7272,train
7273,train
7274,train
7275,test
7276,train
7277,train
7278,val
7279,test
7280,test
7281,train
7282,val
7283,train
7284,train
7285,train
7286,train
7287,train
7288,val
7289,val
7290,train
7291,train
7292,train
7293,val
7294,train
7295,train
7296,train
7297,val
7298,train
7299,test
7300,train
7301,train
7302,test
7303,train
7304,train
7305,val
7306,train
7307,train
7308,train
7309,train
7310,train
7311,train
7312,train
7313,train
7314,train
7315,train
7316,train
7317,test
7318,train
7319,train
7320,train
7321,train
7322,train
7323,train
7324,test
7325,train
7326,train
7327,train
7328,train
7329,train
7330,train
7331,val
7332,train
7333,train
7334,train
7335,train
7336,val
7337,val
7338,train
7339,test
7340,val
7341,train
7342,train
7343,train
7344,train
7345,train
7346,train
7347,train
7348,train
7349,train
7350,test
7351,train
7352,train
7353,train
7354,train
7355,train
7356,train
7357,train
7358,train
7359,train
7360,train
7361,val
7362,train
7363,train
7364,test
7365,train
7366,train
7367,train
7368,train
7369,val
7370,val
7371,train
7372,train
7373,test
7374,train
7375,val
7376,train
7377,train
7378,train
7379,train
7380,train
7381,train
7382,train
7383,val
7384,test
7385,train
7386,test
7387,val
7388,train
7389,train
7390,train
7391,train
7392,train
7393,train
7394,train
7395,train
7396,train
7397,train
7398,train
7399,train
7400,train
7401,train
7402,train
7403,test
7404,train
7405,train
7406,train
7407,train
7408,train
7409,train
7410,val
7411,train
7412,val
7413,train
7414,test
7415,train
7416,train
7417,train
7418,train
7419,train
7420,test
7421,train
7422,train
7423,val
7424,test
7425,train
7426,train
7427,train
7428,train
7429,train
7430,train
7431,val
7432,val
7433,test
7434,test
7435,train
7436,train
7437,train
7438,train
7439,test
7440,train
7441,train
7442,test
7443,train
7444,train
7445,train
7446,train
7447,train
7448,test
7449,train
7450,val
7451,train
7452,train
7453,train
7454,train
7455,train
7456,test
7457,train
7458,train
7459,test
7460,train
7461,train
7462,train
7463,train
7464,train
7465,train
7466,train
7467,train
7468,train
7469,train
7470,train
7471,train
7472,train
7473,train
7474,test
7475,train
7476,train
7477,val
7478,train
7479,test
7480,val
7481,train
7482,train
7483,train
7484,train
7485,train
7486,test
7487,train
7488,train
7489,train
7490,train
7491,train
7492,train
7493,train
7494,val
7495,train
7496,train
7497,train
7498,train
7499,train
7500,train
7501,train
7502,train
7503,train
7504,val
7505,val
7506,train
7507,train
7508,val
7509,test
7510,test
7511,train
7512,train
7513,train
7514,train
7515,train
7516,train
7517,train
7518,train
7519,val
7520,test
7521,train
7522,train
7523,test
7524,train
7525,train
7526,train
7527,train
7528,val
7529,test
7530,val
7531,train
7532,train
7533,train
7534,test
7535,train
7536,train
7537,train
7538,train
7539,train
7540,train
7541,train
7542,test
7543,train
7544,val
7545,test
7546,train
7547,test
7548,train
7549,val
7550,train
7551,train
7552,train
7553,train
7554,train
7555,train
7556,train
7557,train
7558,train
7559,train
7560,train
7561,train
7562,train
7563,train
7564,train
7565,train
7566,train
7567,train
7568,train
7569,train
7570,test
7571,test
7572,train
7573,train
7574,train
7575,test
7576,train
7577,train
7578,train
7579,train
7580,train
7581,train
7582,train
7583,train
7584,train
7585,val
7586,test
7587,train
7588,train
7589,test
7590,train
7591,test
7592,train
7593,train
7594,train
7595,train
7596,train
7597,train
7598,train
7599,train
7600,train
7601,train
7602,train
7603,train
7604,train
7605,test
7606,train
7607,train
7608,train
7609,train
7610,train
7611,train
7612,train
7613,train
7614,train
7615,train
7616,val
7617,train
7618,train
7619,test
7620,train
7621,train
7622,train
7623,val
7624,train
7625,train
7626,train
7627,train
7628,train
7629,train
7630,train
7631,train
7632,test
7633,train
7634,train
7635,train
7636,train
7637,train
7638,train
7639,test
7640,train
7641,train
7642,train
7643,train
7644,train
7645,train
7646,train
7647,train
7648,train
7649,train
7650,train
7651,train
7652,train
7653,test
7654,train
7655,train
7656,train
7657,train
7658,train
7659,test
7660,val
7661,train
7662,train
7663,train
7664,train
7665,train
7666,test
7667,train
7668,train
7669,train
7670,train
7671,train
7672,train
7673,test
7674,train
7675,train
7676,train
7677,train
7678,train
7679,val
7680,test
7681,train
7682,train
7683,train
7684,train
7685,train
7686,test
7687,test
7688,train
7689,train
7690,train
7691,train
7692,train
7693,train
7694,test
7695,train
7696,test
7697,train
7698,train
7699,train
7700,train
7701,train
7702,train
7703,train
7704,train
7705,val
7706,train
7707,train
7708,test
7709,train
7710,train
7711,train
7712,train
7713,train
7714,train
7715,val
7716,train
7717,train
7718,train
7719,val
7720,train
7721,train
7722,train
7723,test
7724,train
7725,train
7726,train
7727,train
7728,val
7729,val
7730,train
7731,train
7732,test
7733,train
7734,train
